"","id","rtl","sex","age","year","bm","bs","bci","dens","densmin1","densmin2","densa","mort","juvex","brood","emi","eri","cci","tti","tli","shi","mii","mbi","mli","gli","lai","ali","oci","parrich","endr","ectr","totr","emp","erp","ccp","ttp","tlp","shp","mip","mbp","mlp","glp","lap","alp","ocp","cocp","help","licp","mitp","endp","ectp","totp","emer","hel","tlsh","mimb","glla","lic","emd","erd","ccd","ttd","gld","lad","ald","tld","shd","mid","mbd","ocd","MASL","WeightNE","Wing","Head","SternL","SternLCorL","TotalFat","LDBM","DigestivTrLength..SI.LI.2xceca.","Gut...rectum..SI.","Caecum","ceca.weight","ceca.Gut.length","L.combination","BCI...4","gut.length","weight","ind.gut.length.body.weight","Diet.Simpson","Diet.Shannon","Diet.Richness","Diet.Centroid_Distance","BCI...12","TarsMT","PC1","BC.index","Standardized.BC.index","Clostridia.UCG.014.Relative.Abundance","Shuttleworthia.Relative.Abundance","Actinomyces.Relative.Abundance","Colidextribacter.Relative.Abundance","Shannon.Diversity.Index"
"1","06-012",0.574464268957295,"female","juvenile","2006",437,-2.21,-21.42,6.11,4.03,6.11,NA,1.29,0.87,6.53,291,0,0,0,9,9,0,0,0,7,1,0,3,6,543,2256.5,2799.5,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,291,0,18,0,8,8,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,180,437,184,51.58,81.82,103.31,13.1,101.78,NA,NA,NA,NA,NA,71.22349823,-3.088775635,NA,437,NA,0.708661126,1.361366983,6,0.477141226,-3.088775635,60,-2.42994,-3.088776,-0.110993,NA,NA,NA,NA,NA
"2","06-014",3.9980945663855,"female","juvenile","2006",448,-1.21,-26.84,6.11,4.03,6.11,NA,1.29,0.87,6.53,755,0,0,0,5,0,4,0,0,2,0,0,0,4,600,1085,1685,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,755,0,5,4,2,2,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,180,448,181,54.78,79.07,103.31,5.94,104.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,-0.37564,-31.900665,-1.354567,NA,NA,NA,NA,NA
"3","06-016",0.343111997821641,"male","juvenile","2006",392,-2.14,-67.59,6.11,4.03,6.11,NA,1.29,0.87,6.53,850,0,1,0,8,0,1,2,0,9,0,0,1,7,1071.5,2379.5,3451,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,850,1,8,3,9,9,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,180,392,182,50.04,82.99,106.06,5.16,84.11,NA,NA,NA,NA,NA,0,-38.1862793,NA,392,NA,0.50074278,0.817160371,3,0.566619427,-38.1862793,61,-2.94091,-38.186279,-1.625865,NA,NA,NA,NA,NA
"4","06-017",2.52531312083725,"female","juvenile","2006",422,-1.35,-50.6,6.11,4.03,6.11,NA,1.29,0.87,6.53,294,2,0,0,5,0,1,0,0,3,0,0,2,6,1093.5,1632.5,2726,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,296,0,5,1,3,3,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,180,422,176,51.69,83.46,104.73,4.92,96.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,-2.31668,-20.283691,-0.853157,NA,NA,NA,NA,NA
"5","06-018",1.70141214030965,"male","juvenile","2006",434,-0.4,-54.14,6.11,4.03,6.11,NA,1.29,0.87,6.53,714,0,2,0,2,2,1,0,0,12,0,0,0,6,1098.5,1624,2722.5,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,714,2,4,1,12,12,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,180,434,184,53.86,84.25,107.02,7.66,93.37,NA,NA,NA,NA,NA,4.938846826,-28.52606201,NA,434,NA,0.5683258,1.085314491,5,0.584176977,-28.52606201,61,-1.27217,-28.526062,-1.208913,NA,NA,NA,NA,NA
"6","06-022",2.35306908573904,"female","juvenile","2006",451,-1.09,-25.87,6.11,4.03,6.11,NA,1.29,0.87,6.53,72,1284,0,0,12,11,79,0,0,1,1,0,0,7,1027,2115.5,3142.5,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1356,0,23,79,2,2,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,240,451,185,52.67,83.79,105.59,4.93,102.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,-1.36591,-9.709534,-0.396757,NA,NA,NA,NA,NA
"7","06-034",1.36759453187435,"male","juvenile","2006",520,1.17,6.02,6.11,4.03,6.11,NA,1.29,0.87,6.53,54,0,0,0,7,3,0,0,0,8,1,0,0,5,375,1613,1988,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,54,0,10,0,9,9,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,141,520,203,53.87,85.58,109.97,7.58,119.88,NA,NA,NA,NA,NA,22.71155176,6.925048828,NA,520,NA,0.72596307,1.427108078,5,0.373742883,6.925048828,64,1.33616,6.925049,0.321222,NA,NA,NA,NA,NA
"8","06-036",7.51883696537075,"male","juvenile","2006",511,3.66,-43.85,6.11,4.03,6.11,NA,1.29,0.87,6.53,214,898,0,0,2,0,0,0,0,2,0,0,1,5,1142.5,870,2012.5,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1112,0,2,0,2,2,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,188,511,194,57.29,90.11,113.53,7.22,119.48,NA,NA,NA,NA,NA,4.092504899,-16.70941162,NA,511,NA,0.669719837,1.268685138,6,0.567763817,-16.70941162,65,2.0913,-16.709412,-0.698885,NA,NA,NA,NA,NA
"9","06-037",6.99349064025012,"female","juvenile","2006",440,-2.01,-21.85,6.11,4.03,6.11,NA,1.29,0.87,6.53,304,0,0,0,14,126,0,0,0,4,1,0,0,5,550,1755.5,2305.5,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,304,0,140,0,5,5,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,188,440,191,52.09,80.58,106,9.69,113.76,NA,NA,NA,NA,NA,1.281572726,-21.95782471,NA,440,NA,0.620642492,1.233376345,6,0.659869925,-21.95782471,61,-1.30149,-21.957825,-0.925416,NA,NA,NA,NA,NA
"10","06-039",18.1149105601227,"female","juvenile","2006",503,0.91,-6.72,6.11,4.03,6.11,NA,1.29,0.87,6.53,124,0,0,0,7,0,0,0,0,6,3,0,0,4,461,1219.5,1680.5,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,124,0,7,0,9,9,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,355,503,193,53.53,84.14,109.02,5.44,126.85,NA,NA,NA,NA,NA,59.2498655,10.66687012,NA,503,NA,0.674983769,1.217355021,4,0.474198889,10.66687012,64,0.26588,10.66687,0.482726,NA,NA,NA,NA,NA
"11","06-041",0.399181592700926,"male","juvenile","2006",461,1.1,-51.77,6.11,4.03,6.11,NA,1.29,0.87,6.53,422,14,0,4,28,0,0,1,0,14,3,0,1,8,1769.5,2572.5,4342,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,436,4,28,1,17,17,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,169,461,196,53.62,85.67,108.27,8.16,102.03,NA,NA,NA,NA,NA,0.783251592,-48.0776062,NA,461,NA,0.467313618,0.687179221,4,0.527836966,-48.0776062,66,1.1299,-48.077606,-2.052793,NA,NA,NA,NA,NA
"12","06-042",2.16647681227674,"male","juvenile","2006",497,0.84,-11.49,6.11,4.03,6.11,NA,1.29,0.87,6.53,322,30,1,0,7,0,7,0,0,4,0,0,0,6,1606,1241,2847,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,352,1,7,7,4,4,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,101,497,189,51.87,86.67,110.04,6.78,113.19,NA,NA,NA,NA,NA,0.008991593,13.80239868,NA,497,NA,0.594461167,1.091380551,5,0.455974027,13.80239868,66,-0.20552,13.802399,0.618061,NA,NA,NA,NA,NA
"13","06-044",5.71909166105554,"male","juvenile","2006",508,1.18,-6.1,6.11,4.03,6.11,NA,1.29,0.87,6.53,96,0,0,0,2,0,0,0,0,5,1,0,1,5,436,1355.5,1791.5,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,96,0,2,0,6,6,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,246,508,198,53.5,89.04,109.97,6.98,111.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0.52646,10.616943,0.480571,NA,NA,NA,NA,NA
"14","06-046",36.6560110704468,"male","juvenile","2006",434,-1.99,-28.14,6.11,4.03,6.11,NA,1.29,0.87,6.53,70,0,0,2,0,0,0,0,0,38,1,0,0,4,1011.5,973,1984.5,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,70,2,0,0,39,39,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,203,434,187,50.49,81.45,105.7,7.55,104.37,NA,NA,NA,NA,NA,0.703055094,-13.96707153,NA,434,NA,0.648026125,1.069027731,3,0.637117202,-13.96707153,62,-2.02342,-13.967072,-0.58052,NA,NA,NA,NA,NA
"15","06-048",9.72303231076923,"female","juvenile","2006",455,0.59,-49.43,6.11,4.03,6.11,NA,1.29,0.87,6.53,40,1428,0,0,39,0,2,1,0,1,0,0,0,6,974.5,1866,2840.5,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1468,0,39,3,1,1,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,138,455,192,54.11,83.58,108.67,3.73,104.89,NA,NA,NA,NA,NA,44.57955217,-39.87237549,NA,455,NA,0.654620887,1.230715664,8,0.422482941,-39.87237549,64,0.3969,-39.872375,-1.69864,NA,NA,NA,NA,NA
"16","06-051",9.73339627669921,"male","juvenile","2006",510,2.2,-20.86,6.11,4.03,6.11,NA,1.29,0.87,6.53,264,268,1,0,10,6,21,0,0,9,3,0,0,8,1613.5,2437,4050.5,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,532,1,16,21,12,12,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,453,510,196,54.31,87.24,112.78,6.51,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0.84983,6.350037,0.296403,NA,NA,NA,NA,NA
"17","06-071",17.05910656384,"female","juvenile","2006",444,-1.71,-22.64,6.11,4.03,6.11,NA,1.29,0.87,6.53,192,12,38,0,15,0,0,0,0,8,0,0,0,5,1691,910.5,2601.5,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,204,38,15,0,8,8,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,706,444,187,51.62,84.02,106.6,8.35,112.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,-2.13289,-1.84549,-0.057331,NA,NA,NA,NA,NA
"18","06-072",1.90690149784461,"male","juvenile","2006",466,0.18,-31.67,6.11,4.03,6.11,NA,1.29,0.87,6.53,118,6,29,0,77,3,9,0,0,20,10,0,0,8,1624,2828.5,4452.5,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,124,29,80,9,30,30,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,706,466,195,52.99,85.11,109.41,4.45,115.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,-0.02887,-20.62088,-0.867711,NA,NA,NA,NA,NA
"19","06-073",2.09870650703981,"female","juvenile","2006",463,-1.66,-4.51,6.11,4.03,6.11,NA,1.29,0.87,6.53,1184,0,7,0,0,3,0,0,0,89,25,0,2,6,1166.5,2262.5,3429,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1184,7,3,0,114,114,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,706,463,188,53.81,82.23,105.93,12.14,106.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,-1.18996,-1.119202,-0.025983,NA,NA,NA,NA,NA
"20","06-075",3.9633216848028,"female","juvenile","2006",457,0.25,-41.9,6.11,4.03,6.11,NA,1.29,0.87,6.53,562,8,21,0,32,0,1,0,0,17,3,26,0,8,1746,2724,4470,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,570,21,32,1,20,46,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,683,457,192,54.25,87.5,110.72,4.88,100.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,-0.91778,-12.394073,-0.512627,NA,NA,NA,NA,NA
"21","06-076",13.7519159398012,"female","juvenile","2006",459,-0.8,-22.61,6.11,4.03,6.11,NA,1.29,0.87,6.53,6,36,9,0,18,0,0,2,0,10,2,3,1,9,1349.5,3038.5,4388,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,42,9,18,2,12,15,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,710,459,188,51.5,84.66,105.76,1.65,114.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,-1.81178,6.931396,0.321496,NA,NA,NA,NA,NA
"22","06-187",0.728920668263935,"female","juvenile","2006",480,-1.14,3.95,6.11,5.58,4.03,NA,1.29,0.87,6.53,344,22,0,0,15,16,1,0,0,6,0,0,0,6,1143.5,1882,3025.5,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,366,0,31,1,6,6,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,360,480,187,52.39,83.09,105.38,13.73,108.23,NA,NA,NA,NA,NA,1.346575676,7.144805908,NA,480,NA,0.572851195,1.037083794,5,0.427579764,7.144805908,64,-0.73919,7.144806,0.330707,NA,NA,NA,NA,NA
"23","06-001",0.49745784719843,"male","juvenile","2006",508,1.85,-17.09,6.11,4.03,6.11,NA,1.29,0.87,6.53,615,0,0,0,15,0,59,0,0,6,0,0,0,4,592,1479,2071,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,615,0,15,59,6,6,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,246,508,198,50.94,87.92,111.7,1.46,128.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0.55232,10.115662,0.458935,NA,NA,NA,NA,NA
"24","06-002",1.60284325341521,"male","juvenile","2006",523,3.37,-27.04,6.11,4.03,6.11,NA,1.29,0.87,6.53,269,0,0,0,9,29,23,2,0,14,1,0,1,8,536.5,3471,4007.5,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,269,0,38,25,15,15,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,246,523,192,55.17,88.51,111.78,9.4,128.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1.90305,-1.061035,-0.023472,NA,NA,NA,NA,NA
"25","06-003",0.784073904203182,"male","juvenile","2006",460,1.98,-67.22,6.11,4.03,6.11,NA,1.29,0.87,6.53,43,0,3,0,12,19,0,0,0,21,0,38,3,7,879.5,2748,3627.5,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,43,3,31,0,21,59,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,246,460,193,53.46,88.03,113.8,6.38,102.29,NA,NA,NA,NA,NA,2.172627845,-31.80715942,NA,460,NA,0.110318026,0.257204895,4,0.864282959,-31.80715942,64,0.23874,-31.807159,-1.350531,NA,NA,NA,NA,NA
"26","06-006",6.49881725035457,"female","juvenile","2006",524,-2.63,72.36,6.11,4.03,6.11,NA,1.29,0.87,6.53,934,0,0,0,14,0,2,5,0,15,3,0,0,6,609,2620.5,3229.5,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,934,0,14,7,18,18,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,88,524,196,52.08,82.08,106,11.38,121.85,NA,NA,NA,NA,NA,41.51740108,74.24789429,NA,524,NA,0.696277634,1.284920749,7,0.251611225,74.24789429,57,-1.93131,74.247894,3.226999,NA,NA,NA,NA,NA
"27","06-007",4.62704681304064,"female","juvenile","2006",458,-0.35,-30.95,6.11,4.03,6.11,NA,1.29,0.87,6.53,1275,0,0,0,3,0,0,0,0,101,8,0,0,4,615,1417,2032,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1275,0,3,0,109,109,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,88,458,190,51.07,82.72,108.04,7.08,112.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,-0.96942,-10.39325,-0.426267,NA,NA,NA,NA,NA
"28","06-009",5.81096213469732,"male","juvenile","2006",566,2.46,30.88,6.11,4.03,6.11,NA,1.29,0.87,6.53,163,0,0,0,6,0,1,0,0,21,3,0,1,6,496,2332,2828,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,163,0,6,1,24,24,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,88,566,204,54.03,89.88,113.56,3.66,140.74,NA,NA,NA,NA,NA,0.026539278,49.90411377,NA,566,NA,0.469950783,0.793578039,5,0.534401016,49.90411377,64,1.49204,49.904114,2.176277,NA,NA,NA,NA,NA
"29","06-010",4.15069794890454,"female","juvenile","2006",411,-2.62,-40.71,6.11,4.03,6.11,NA,1.29,0.87,6.53,63,0,0,0,8,0,0,1,0,12,1,0,4,6,388.5,2402,2790.5,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,63,0,8,1,13,13,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,88,411,182,51.59,79.3,101.07,5.5,94.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,-2.06617,-36.13858,-1.537483,NA,NA,NA,NA,NA
"30","06-011",6.07450798754447,"female","juvenile","2006",416,-1.95,-46.72,6.11,4.03,6.11,NA,1.29,0.87,6.53,22,0,0,0,7,0,0,0,1,7,1,0,5,6,295,2358.5,2653.5,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,22,0,7,0,8,8,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,180,416,186,50.75,82.82,107.03,5.01,99.12,NA,NA,NA,NA,NA,31.02050548,-26.79589844,NA,416,NA,0.627218323,1.209901631,7,0.290620846,-26.79589844,61,-2.29025,-26.795898,-1.134236,NA,NA,NA,NA,NA
"31","06-035",3.35635381433851,"female","juvenile","2006",459,-2.25,1.11,6.11,4.03,6.11,NA,1.29,0.87,6.53,30,6,0,0,0,0,1,6,0,4,0,0,0,5,881,1473.5,2354.5,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,36,0,0,7,4,4,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,178,459,192,51.9,81.38,104.02,10.31,110.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,-1.28131,-3.348938,-0.122222,NA,NA,NA,NA,NA
"32","06-040",4.65729066795695,"male","juvenile","2006",505,-0.04,10.95,6.11,4.03,6.11,NA,1.29,0.87,6.53,204,8,0,0,21,0,0,0,0,71,4,0,0,5,1079.5,1643.5,2723,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,212,0,21,0,75,75,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,169,505,196,53.7,85.06,108,9.95,121.71,NA,NA,NA,NA,NA,41.499612,11.23944092,NA,505,NA,0.582006297,0.993804382,5,0.312094467,11.23944092,63,0.33953,11.239441,0.507439,NA,NA,NA,NA,NA
"33","06-059",0.388692477736835,"female","juvenile","2006",492,1.7,-30.65,6.11,4.03,6.11,NA,1.29,0.87,6.53,814,0,0,0,2,0,0,0,0,16,1,0,0,4,602,1076.5,1678.5,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,814,0,2,0,17,17,0.573,0.902,0.861,0.956,0.548,0.649,0.922,0.511,0.824,0.823,0.822,0.642,424,492,196,53.16,86.56,110.4,5.37,128.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0.67776,-8.315247,-0.336577,NA,NA,NA,NA,NA
"34","06-097",0.217861833017686,"female","adult","2006",552,2.11,22.57,6.11,8.12,4.28,2.66,1.29,0.87,6.53,108,0,0,0,1,1,0,0,0,0,0,0,2,4,449.5,1059.5,1509,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,108,0,2,0,0,0,0.871,0.934,0.883,0.75,0.712,0.821,0.938,0.679,0.87,0.903,0.875,0.783,280,552,200,53.65,87.07,112.2,12.34,135.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.69553,51.34024,2.238263,NA,NA,NA,NA,NA
"35","06-101",0.279657399392405,"female","adult","2006",492,-0.27,1.6,6.11,8.12,4.28,2.66,1.29,0.87,6.53,0,0,22,0,10,62,0,0,0,0,1,0,2,5,592.5,1886.5,2479,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,22,72,0,1,1,0.871,0.934,0.883,0.75,0.712,0.821,0.938,0.679,0.87,0.903,0.875,0.783,379,492,197,54.49,82.57,106.52,11.45,118.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0.46588,-4.209076,-0.159347,NA,NA,NA,NA,NA
"36","06-131",0.50210896193768,"male","adult","2006",479,1.63,-42.45,6.11,8.12,4.28,2.66,1.29,0.87,6.53,0,0,0,0,7,0,0,1,1,0,2,0,0,4,0,1933.5,1933.5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,7,1,2,2,0.871,0.934,0.883,0.75,0.712,0.821,0.938,0.679,0.87,0.903,0.875,0.783,422,479,198,54.53,88.05,112.05,8,125.65,NA,NA,NA,NA,NA,61.8778861,-24.6343689,NA,479,NA,0.563430194,1.001573735,4,0.320068947,-24.6343689,63,0.84902,-24.634369,-1.04094,NA,NA,NA,NA,NA
"37","06-135",0.143140553109547,"male","adult","2006",540,2.38,6.2,6.11,8.12,4.28,2.66,1.29,0.87,6.53,8,2,1,0,2,0,0,0,0,0,0,0,0,4,1236.5,158.5,1395,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,10,1,2,0,0,0,0.871,0.934,0.883,0.75,0.712,0.821,0.938,0.679,0.87,0.903,0.875,0.783,426,540,207,55.09,86.03,110.85,4.72,125.97,NA,NA,NA,NA,NA,1.222945077,-10.74072266,NA,540,NA,0.035280387,0.101096695,4,0.612850719,-10.74072266,68,3.27972,-10.740723,-0.441265,NA,NA,NA,NA,NA
"38","06-136",0.164642166548575,"male","adult","2006",498,2.5,-37.75,6.11,8.12,4.28,2.66,1.29,0.87,6.53,78,0,0,0,1,0,0,0,0,1,0,0,0,3,411.5,310,721.5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,78,0,1,0,1,1,0.871,0.934,0.883,0.75,0.712,0.821,0.938,0.679,0.87,0.903,0.875,0.783,426,498,202,55.24,86.06,109.66,11.14,129.4,NA,NA,NA,NA,NA,0.010055304,-28.8560791,NA,498,NA,0.254924544,0.42348323,4,0.572733104,-28.8560791,65,2.04727,-28.856079,-1.223157,NA,NA,NA,NA,NA
"39","06-142",0.980501029862308,"female","adult","2006",471,-0.1,-22.17,6.11,8.12,4.28,2.66,1.29,0.87,6.53,9520,0,0,0,5,29,0,0,0,2,0,0,0,4,630,1084.5,1714.5,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,9520,0,34,0,2,2,0.871,0.934,0.883,0.75,0.712,0.821,0.938,0.679,0.87,0.903,0.875,0.783,412,471,196,53.36,82.72,105.02,8.59,124.18,NA,NA,NA,NA,NA,6.868318123,-30.81799316,NA,471,NA,0.27704378,0.624461247,5,0.500249822,-30.81799316,65,0.7553,-30.817993,-1.307837,NA,NA,NA,NA,NA
"40","06-158",0.167180646074765,"male","adult","2006",627,4.06,65.64,6.11,8.12,4.28,2.66,1.29,0.87,6.53,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,824,824,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,5,0,0,0,0.871,0.934,0.883,0.75,0.712,0.821,0.938,0.679,0.87,0.903,0.875,0.783,265,627,214,54.44,92.67,116.48,15.5,148.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,2.86325,84.330322,3.662175,NA,NA,NA,NA,NA
"41","06-159",0.794178445558,"male","adult","2006",491,1.63,-30.56,6.11,8.12,4.28,2.66,1.29,0.87,6.53,0,0,2,0,10,0,0,0,1,4,0,0,4,5,502.5,1947,2449.5,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,2,10,0,4,4,0.871,0.934,0.883,0.75,0.712,0.821,0.938,0.679,0.87,0.903,0.875,0.783,272,491,203,55.01,87.93,113.28,2.74,135.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.50436,-25.334534,-1.071161,NA,NA,NA,NA,NA
"42","06-163",7.09089718590462,"female","adult","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,491,196,51.07,83.73,106.05,5.29,113.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
