"","id","rtl","sex","age","year","bm","bs","bci","dens","densmin1","densmin2","densa","mort","juvex","brood","emi","eri","cci","tti","tli","shi","mii","mbi","mli","gli","lai","ali","oci","parrich","endr","ectr","totr","emp","erp","ccp","ttp","tlp","shp","mip","mbp","mlp","glp","lap","alp","ocp","cocp","help","licp","mitp","endp","ectp","totp","emer","hel","tlsh","mimb","glla","lic","emd","erd","ccd","ttd","gld","lad","ald","tld","shd","mid","mbd","ocd","MASL","WeightNE","Wing","Head","SternL","SternLCorL","TotalFat","LDBM","DigestivTrLength..SI.LI.2xceca.","Gut...rectum..SI.","Caecum","ceca.weight","ceca.Gut.length","L.combination","BCI...4","gut.length","weight","ind.gut.length.body.weight","Diet.Simpson","Diet.Shannon","Diet.Richness","Diet.Centroid_Distance","BCI...12","TarsMT","PC1","BC.index","Standardized.BC.index","Clostridia.UCG.014.Relative.Abundance","Shuttleworthia.Relative.Abundance","Actinomyces.Relative.Abundance","Colidextribacter.Relative.Abundance","Shannon.Diversity.Index"
"260","08-029",13.7667516734287,"female","adult","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,468,192,52.04,82.68,107.55,11.04,112.27,184,NA,43,9.19,23.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564978182508063,0.00758869284765699,0.14911781445646,0.00398406374501992,2.85257141384438
"261","08-030",1.16261220190318,"male","adult","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,533,199,54.24,85.61,110.23,12.36,129.43,178,NA,41,7.69,23.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.226025376217173,0.0228189239697059,0.149011507819416,0.0550801613061867,2.68044809075004
"262","08-035",0.0412346689059133,"female","adult","2008",487,-3.5,49.71,5.58,8.12,4.28,1.82,0.47,1.11,7.38,62,0,0,0,4,0,0,0,1,3,1,0,0,5,386.5,1511.5,1898,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,62,0,4,0,4,4,0.75,0.923,0.736,NA,0.737,NA,NA,0.691,0.72,0.856,0.923,0.846,379,487,191,50.03,83.49,106.23,10.7,118.59,178,NA,39,8.01,21.91,2.884381048,56.42852783,100,486.99,0.205,0.321398018,0.69486202,5,0.161335655,56.42852783,58,-2.92155,56.428528,1.395354,0.346817126996405,0.0469581835555353,0.070437275333303,0.100286663329845,3.39964978182912
"263","08-036",8.12934500972459,"male","adult","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,513,202,52.91,83.56,108.49,10.69,123.91,192,NA,44,8.57,22.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428833979987748,0.00292696208563066,0.108569872711184,0.0441767068273092,2.99893947931385
"264","08-038",1.68447239180475,"male","adult","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,541,198,55.95,88.71,112.86,11.52,127.01,191,NA,44,8.13,23.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581175233337715,0.00210332588405416,0.124161956093072,0.0143946365189957,3.0109644231466
"265","08-039",0.345657874385214,"female","adult","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,495,194,52.53,87.4,110.84,16.04,122.23,184,NA,41,8.28,22.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","08-040",1.37645753440311,"female","adult","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,529,196,52.96,85.41,110.08,21.7,129.43,177,NA,38,7.18,21.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576183047321893,0.00579451749498551,0.140479904910482,0.0140405616224649,2.68092980818327
"267","08-041",1.70087548732675,"male","adult","2008",523,-0.14,30.59,5.58,8.12,4.28,1.82,0.47,1.11,7.38,104,0,10,0,9,0,0,0,0,0,0,0,3,4,1013.5,954,1967.5,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,104,10,9,0,0,0,0.75,0.923,0.736,NA,0.737,NA,NA,0.691,0.72,0.856,0.923,0.846,216,523,200,53.3,84.91,111.08,12.18,124.65,178,NA,39,7.46,21.91,0,35.27212524,100,522.69,0.191,0.443227301,0.63524811,2,0.545588911,35.27212524,61,0.01225,35.272125,0.568975,0.143188010899183,0.154586739327884,0.0588555858310627,0.27402361489555,3.13873805443533
"268","08-049",3.21032343993598,"female","adult","2008",506,-1.17,30.47,5.58,8.12,4.28,1.82,0.47,1.11,7.38,0,0,0,0,22,3,8,0,0,2,1,0,0,5,0,2156.5,2156.5,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,25,8,3,3,0.75,0.923,0.736,NA,0.737,NA,NA,0.691,0.72,0.856,0.923,0.846,338,506,194,50.61,85.93,109.79,17.03,127.88,NA,NA,NA,NA,NA,0,44.00027466,101,505.6,0.2,0.593206285,0.966865294,3,0.419323179,44.00027466,62,-1.31997,44.000275,0.9099,NA,NA,NA,NA,NA
"269","08-055",0.874948144299938,"male","adult","2008",523,-0.03,28.7,5.58,8.12,4.28,1.82,0.47,1.11,7.38,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,108.5,108.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0.75,0.923,0.736,NA,0.737,NA,NA,0.691,0.72,0.856,0.923,0.846,378,523,199,53.3,85.17,110.07,11.7,122.03,170,NA,36,6.89,21.18,33.68740516,31.89480591,98,522.8,0.187,0.573858861,1.009189316,4,0.313997204,31.89480591,62,0.1922,31.894806,0.437055,0.145103578154426,0.116854990583804,0.0413370998116761,0.119679849340866,3.36773202741518
"270","08-062",0.397777746843725,"female","adult","2008",459,-2.74,9.15,5.58,8.12,4.28,1.82,0.47,1.11,7.38,0,86,8,0,5,5,0,0,0,16,0,0,0,5,1155,1305,2460,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,86,8,10,0,16,16,0.75,0.923,0.736,NA,0.737,NA,NA,0.691,0.72,0.856,0.923,0.846,375,459,182,50.88,82.65,106.74,13.01,109.17,178,NA,38,8.29,21.35,0.029582298,27.30822754,102,458.5,0.222,0.517254177,0.827951807,6,0.313982319,27.30822754,60,-2.88903,27.308228,0.257901,0.222624081905186,0.132372579568217,0.0898063654573781,0.162975740040062,3.37851448731336
"271","08-064",0.852101429528691,"female","adult","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,472,192,53.05,83.61,107.86,11.36,119.33,185,NA,42,8.89,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.490446818113435,0.00255754475703325,0.0962088160072213,0.0104558447419889,2.66904144198975
"272","08-065",2.45833415900301,"female","adult","2008",512,-0.31,22.42,5.58,8.12,4.28,1.82,0.47,1.11,7.38,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0,697.5,697.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7,0,0,0,0.75,0.923,0.736,NA,0.737,NA,NA,0.691,0.72,0.856,0.923,0.846,351,512,193,53.23,84.39,110.11,13.54,118.59,179,NA,42,8.21,23.46,0,26.97702026,95,511.75,0.186,0,0,1,0.284556797,26.97702026,63,-0.12423,26.97702,0.244964,0.511413826770189,0.0121809475103445,0.202380398902785,0.0152029383048956,2.75260873983168
"273","08-072",0.0481450935390487,"female","adult","2008",515,-0.84,33.97,5.58,8.12,4.28,1.82,0.47,1.11,7.38,84,0,1,0,19,1,1,0,0,3,0,0,0,6,889.5,1690,2579.5,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,84,1,20,1,3,3,0.75,0.923,0.736,NA,0.737,NA,NA,0.691,0.72,0.856,0.923,0.846,311,515,192,52.68,84.69,107.89,11.39,121.96,187,NA,43,8.36,22.99,0,41.0043335,101,514.52,0.196,0.575481739,0.971357298,3,0.550324817,41.0043335,62,-0.70511,41.004333,0.792877,0.5994663998666,0.00289033405591685,0.189150130620866,0.0406314268245234,3.00679005705801
"274","08-079",0.169208934158304,"male","juvenile","2008",484,1.43,-34.13,5.58,7.35,5.58,NA,0.47,1.11,7.38,620,0,97,0,7,18,0,0,0,4,2,0,1,7,1217.5,2097,3314.5,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,620,97,25,0,6,6,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,360,484,188,54.62,87.46,110.28,5.69,123.98,184,NA,41,8.48,22.28,96.10314075,-7.709472656,102,483.72,0.211,0.075624609,0.19076463,3,0.863453303,-7.709472656,64,0.21925,-7.709473,-1.109907,0.107684737144263,0.158615599114246,0.0344459936028869,0.318461412285738,3.27089668336235
"275","08-082",0.596217757144697,"male","juvenile","2008",531,1.86,5.71,5.58,7.35,5.58,NA,0.47,1.11,7.38,0,0,0,0,0,54,0,0,0,1,0,0,0,2,0,784.5,784.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,54,0,1,1,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,380,531,195,54.79,87.43,113.87,9.85,129.5,181,NA,41,7.72,22.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0.94208,25.562164,0.189699,0.17132287281541,0.19964281158311,0.0318280392907259,0.192881745120551,3.37139476813463
"276","08-087",1.60158781433845,"female","juvenile","2008",461,-1.91,-2.38,5.58,7.35,5.58,NA,0.47,1.11,7.38,0,0,0,0,8,15,0,0,0,1,2,10,0,5,0,2113.5,2113.5,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,23,0,3,13,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,369,461,186,49.56,83.83,108.21,10.2,119.4,196,NA,45,9.77,22.96,0,21.48937988,106,460.65,0.23,0.043523942,0.119562941,3,0.26203387,21.48937988,62,-2.47783,21.48938,0.030614,0.626141787966291,0.0229830868053509,0.0851552831634156,0.0183864694442807,2.92181708714911
"277","08-095",0.754771714807468,"male","juvenile","2008",497,0.78,-10.6,5.58,7.35,5.58,NA,0.47,1.11,7.38,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,1022,1022,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,4,0,0,0,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,375,497,189,54.18,86.68,111.7,13.36,109.64,196,NA,45,9.05,22.96,29.88670113,11.57421875,106,497.39,0.213,0.698559279,1.25295649,4,0.451396098,11.57421875,NA,-0.07042,11.574219,-0.356677,0.6475821495193,0.0273353422298752,0.112282967427177,0.0276223274501363,2.91566171364829
"278","08-098",0.293464197279883,"female","juvenile","2008",505,-1.21,30.16,5.58,7.35,5.58,NA,0.47,1.11,7.38,0,0,0,0,3,7,0,0,0,6,1,0,1,5,0,1915,1915,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,10,0,7,7,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,372,505,194,52.74,82.5,106.5,18.18,118.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,-0.22036,21.590027,0.034545,NA,NA,NA,NA,NA
"279","08-099",4.28075831790474,"female","juvenile","2008",490,-2.61,38.13,5.58,7.35,5.58,NA,0.47,1.11,7.38,380,0,0,0,1,0,17,3,0,3,1,0,1,7,570,2432,3002,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,380,0,1,20,4,4,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,384,490,186,51.46,81.41,105.52,11.88,116.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,-2.28877,47.175415,1.033923,NA,NA,NA,NA,NA
"280","08-112",33.0548059735143,"female","juvenile","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,478,190,51.91,81.94,107.77,9.03,106.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,-0.64375,3.755219,-0.662091,NA,NA,NA,NA,NA
"281","08-114",1.97844244874738,"female","juvenile","2008",528,1.57,7.45,5.58,7.35,5.58,NA,0.47,1.11,7.38,6,0,0,0,12,0,0,0,0,42,2,1,0,5,202,2031.5,2233.5,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,6,0,12,0,44,45,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,369,528,192,54.25,88.87,112.7,12.04,117.72,NA,NA,NA,NA,NA,10.12074643,32.24569702,105,528.17,0.199,0.635300144,1.166849646,4,0.287565355,32.24569702,64,0.45118,32.245697,0.450761,NA,NA,NA,NA,NA
"282","08-117",0.789775623191172,"female","juvenile","2008",507,-0.65,22.9,5.58,7.35,5.58,NA,0.47,1.11,7.38,6,0,0,0,0,0,0,0,0,4,0,0,0,2,202,345,547,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,6,0,0,0,4,4,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,367,507,191,52.47,84.15,108.73,16.89,121.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,-0.88037,36.38092,0.612285,0.211172238679645,0.114049936521371,0.0698264917477782,0.190964875158697,3.14492113446876
"283","08-118",0.15888470889944,"male","juvenile","2008",564,2.07,35.26,5.58,7.35,5.58,NA,0.47,1.11,7.38,8,0,0,0,10,0,0,0,0,4,0,0,1,4,221.5,1181.5,1403,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,8,0,10,0,4,4,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,371,564,199,56.47,86.44,112.3,13.89,137.44,195,NA,42,7.45,21.54,0.168634064,38.71429443,111,564.05,0.197,0.429642412,0.656212789,4,0.15031685,38.71429443,64,1.96882,38.714294,0.703427,NA,NA,NA,NA,NA
"284","08-124",1.9706737266239,"female","juvenile","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,494,189,52.14,82.94,107.15,9.88,112.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,-1.19601,30.187866,0.370381,0.225454284277814,0.160166630754866,0.0499892264598147,0.115348703583998,3.22377864816554
"285","08-125",0.273712820542908,"male","juvenile","2008",521,0.12,24.26,5.58,7.35,5.58,NA,0.47,1.11,7.38,0,0,0,0,3,1,0,0,1,32,0,0,0,4,0,1809.5,1809.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,4,0,32,32,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,381,521,195,53.49,85.46,110.67,13.85,118.86,185,NA,42,8.05,22.7,6.451126686,36.38208008,101,521.44,0.194,0.501920909,0.969635099,5,0.126097036,36.38208008,62,-0.10952,36.38208,0.61233,0.560978859477705,0.0125244270740807,0.187244626043702,0.0165215846509149,2.84360417279189
"286","08-136",0.354486882451905,"female","juvenile","2008",471,-1.56,1.79,5.58,7.35,5.58,NA,0.47,1.11,7.38,0,0,2,0,8,1,0,0,0,14,1,0,0,5,502.5,1650.5,2153,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,2,9,0,15,15,0.823,0.954,0.875,NA,0.597,0.783,0.912,0.526,0.76,0.815,0.831,0.657,375,471,188,51.29,83.32,108.01,14.68,115.56,191,NA,45,9.55,23.56,3.765368852,15.52325439,101,471.32,0.214,0.350906195,0.769350397,6,0.115717071,15.52325439,62,-1.6194,15.523254,-0.202426,0.452077912945644,0.0169467688629492,0.206455242247381,0.0430349483158709,3.07772241870773
"287","09-001",8.87668261482254,"female","juvenile","2009",479.67,-1.74,13.45,7.35,7.35,5.58,NA,1.08,0.44,6.64,474,0,0,0,5,0,0,0,0,0,1,0,1,4,580.5,1090.5,1671,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,474,0,5,0,1,1,0.722,0.949,0.918,0.911,0.513,0.637,0.923,0.571,0.817,0.571,0.837,0.735,344,480,187,52.43,82.86,106.51,10.28,108.8,182,NA,41,8.55,22.53,2.867866774,17.12634277,100,479.67,0.208,0.442688841,0.875550354,7,0.241990464,17.12634277,62,-1.27126,17.126343,-0.146621,NA,NA,NA,NA,NA
"288","09-002",3.45498810496189,"male","juvenile","2009",519.98,-0.05,26.04,7.35,7.35,5.58,NA,1.08,0.44,6.64,296,0,1,0,17,0,0,0,0,11,14,0,0,5,1012.5,1580,2592.5,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,296,1,17,0,25,25,0.722,0.949,0.918,0.911,0.513,0.637,0.923,0.571,0.817,0.571,0.837,0.735,338,520,199,53.14,86.21,111.19,7.28,122.48,200,NA,47,9.04,23.5,0.286237692,30.27697754,106,519.98,0.204,0.548625755,0.934304188,7,0.168440999,30.27697754,62,0.13016,30.276978,0.35562,0.301455301455301,0.0889434889434889,0.11956151956152,0.11007371007371,3.05897420424408
"289","09-004",2.97389886811961,"female","juvenile","2009",483.03,-1.97,20.62,7.35,7.35,5.58,NA,1.08,0.44,6.64,358,0,0,0,6,60,0,0,0,0,9,0,0,4,567,1483.5,2050.5,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,358,0,66,0,9,9,0.722,0.949,0.918,0.911,0.513,0.637,0.923,0.571,0.817,0.571,0.837,0.735,342,483,193,51.35,83.48,108.28,8.78,119.25,200,NA,48,9.94,24,0,28.30090332,104,483.03,0.215,0.567818112,0.931892375,4,0.388441931,28.30090332,60,-1.6745,28.300903,0.280151,NA,NA,NA,NA,NA
"290","09-005",1.38243582355828,"female","juvenile","2009",476.38,-3.13,32.96,7.35,7.35,5.58,NA,1.08,0.44,6.64,0,0,0,0,20,0,0,0,0,5,0,0,1,3,0,1325,1325,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,20,0,5,5,0.722,0.949,0.918,0.911,0.513,0.637,0.923,0.571,0.817,0.571,0.837,0.735,337,476,189,50.87,83.28,105.47,10.21,109.55,189,NA,42,8.82,22.22,2.97764986,37.83840942,105,476.38,0.22,0.399232177,0.805858279,5,0.611704994,37.83840942,59,-2.50977,37.838409,0.644401,NA,NA,NA,NA,NA
"291","09-006",11.0468879899678,"male","juvenile","2009",549.67,1.84,24.68,7.35,7.35,5.58,NA,1.08,0.44,6.64,330,0,0,0,11,1,12,3,0,4,0,0,0,6,560,2336,2896,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,330,0,12,15,4,4,0.722,0.949,0.918,0.911,0.513,0.637,0.923,0.571,0.817,0.571,0.837,0.735,337,550,199,55.11,90.24,115.62,8.92,124.62,199,NA,47,8.55,23.62,0.036158192,45.16497803,105,549.67,0.191,0.514402726,0.86795395,3,0.152602704,45.16497803,62,0.89395,45.164978,0.924213,NA,NA,NA,NA,NA
"292","09-007",1.25816727278763,"male","juvenile","2009",540.71,0.4,39.45,7.35,7.35,5.58,NA,1.08,0.44,6.64,42,0,0,0,15,0,18,1,0,2,1,0,0,6,352.5,2224.5,2577,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,42,0,15,19,3,3,0.722,0.949,0.918,0.911,0.513,0.637,0.923,0.571,0.817,0.571,0.837,0.735,337,541,201,52.84,88.2,110.23,6.23,117.73,193,NA,44,8.14,22.8,20.07496699,44.31765747,105,540.71,0.194,0.776715384,1.612389376,7,0.466326315,44.31765747,63,0.47534,44.317657,0.891853,0.515082711644502,0.055843875013515,0.0772515947670018,0.131743972321332,2.98526225361272
"293","09-008",4.37728291859406,"male","juvenile","2009",506.24,0.55,2.51,7.35,7.35,5.58,NA,1.08,0.44,6.64,166,36,0,1,4,21,0,0,0,2,0,0,0,6,1688.5,1034,2722.5,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,202,1,25,0,2,2,0.722,0.949,0.918,0.911,0.513,0.637,0.923,0.571,0.817,0.571,0.837,0.735,289,506,200,54.56,85.92,110.88,6.79,124.81,186,NA,40,7.9,21.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.04835,-1.257233,-0.848715,NA,NA,NA,NA,NA
"294","09-009",0.0059582542977174,"male","juvenile","2009",565.4,3.3,16.56,7.35,7.35,5.58,NA,1.08,0.44,6.64,48,4,0,0,6,0,0,0,0,0,0,0,0,3,924.5,299.5,1224,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,52,0,6,0,0,0,0.722,0.949,0.918,0.911,0.513,0.637,0.923,0.571,0.817,0.571,0.837,0.735,283,565,205,55.55,89.62,115.81,6.81,139.48,193,NA,41,7.25,21.24,0,20.14648438,111,565.4,0.196,0.361275042,0.657025587,3,0.584713692,20.14648438,67,2.99658,20.146484,-0.031277,NA,NA,NA,NA,NA
"295","09-010",0.699156913199793,"male","juvenile","2009",524.13,1.75,0.75,7.35,7.35,5.58,NA,1.08,0.44,6.64,222,0,0,0,59,0,0,0,0,38,6,0,2,5,524.5,2326.5,2851,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,222,0,59,0,44,44,0.722,0.949,0.918,0.911,0.513,0.637,0.923,0.571,0.817,0.571,0.837,0.735,284,524,206,55.07,88.74,113.62,7.78,124.02,181,NA,42,8.01,23.2,0,-3.417541504,97,524.13,0.185,0.40596548,0.61848916,3,0.130511938,-3.417541504,64,2.08295,-3.417542,-0.93122,NA,NA,NA,NA,NA
"296","09-011",1.05709914679676,"male","juvenile","2009",521.94,1.76,-1.61,7.35,7.35,5.58,NA,1.08,0.44,6.64,8,0,0,1,112,0,0,0,0,0,0,0,0,3,828.5,623,1451.5,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,8,1,112,0,0,0,0.722,0.949,0.918,0.911,0.513,0.637,0.923,0.571,0.817,0.571,0.837,0.735,284,522,208,55.19,89.04,112.12,5.77,123.55,180,NA,39,7.47,21.67,0,-10.14660645,102,521.94,0.195,0.111405547,0.261793478,3,0.714226775,-10.14660645,64,2.31717,-10.146606,-1.188212,NA,NA,NA,NA,NA
"297","09-012",2.33991725009187,"male","juvenile","2009",507.41,0.83,-0.95,7.35,7.35,5.58,NA,1.08,0.44,6.64,4,0,0,0,30,0,1,0,0,0,0,0,0,3,182,1049.5,1231.5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,4,0,30,1,0,0,0.722,0.949,0.918,0.911,0.513,0.637,0.923,0.571,0.817,0.571,0.837,0.735,340,507,202,53.86,85.41,109.33,6.04,116.77,199,NA,48,9.46,24.12,0.260104042,-14.38320923,103,507.41,0.203,0.56602601,0.996714466,5,0.178535625,-14.38320923,66,1.78602,-14.383209,-1.350014,NA,NA,NA,NA,NA
"298","09-013",1.19023065848649,"male","juvenile","2009",514.48,-0.02,20.05,7.35,7.35,5.58,NA,1.08,0.44,6.64,78,0,0,0,4,0,0,0,0,5,6,0,1,5,411.5,1633,2044.5,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,78,0,4,0,11,11,0.722,0.949,0.918,0.911,0.513,0.637,0.923,0.571,0.817,0.571,0.837,0.735,285,514,199,53.2,86.95,110.91,8.4,124.6,197,NA,45,8.75,22.84,0,19.02011108,107,514.48,0.208,0.619500293,1.15279582,4,0.233401225,19.02011108,63,0.42722,19.020111,-0.074295,NA,NA,NA,NA,NA
"299","09-014",64.8102656398527,"female","juvenile","2009",471.19,-3.28,30.25,7.35,7.35,5.58,NA,1.08,0.44,6.64,62,0,0,0,4,0,0,0,0,3,6,0,3,5,386.5,1693,2079.5,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,62,0,4,0,9,9,0.722,0.949,0.918,0.911,0.513,0.637,0.923,0.571,0.817,0.571,0.837,0.735,370,471,193,50.68,81.59,105.3,8.78,112.59,NA,NA,NA,NA,NA,18.21561217,21.49511719,97,471.19,0.206,0.759225413,1.623768431,8,0.402967269,21.49511719,60,-1.93426,21.495117,0.020229,NA,NA,NA,NA,NA
