id,Sex,Age,Latitude,Longitude,CoordPrec,CollYear,CollMonth,CollDay,WeightNE,Wing,Head,TarsMT,PC1,BC-index,Standardized BC-index,avg,,,,,,,,,,,,,
LM-12-324,F,J,65.99643,-17.07831,e,2012,10,6,476,189,51.49,62,-1.44802,16.741760,0.740572,,,,,,,,,,,,,,
LM-12-325,F,J,65.99643,-17.07831,e,2012,10,6,478,187,52.68,65,-0.35296,-2.150208,0.013562,,,,,,,,,,,,,,
LM-12-342,F,J,65.96965,-17.02342,e,2012,10,6,455,187,49.84,62,-2.27543,11.736847,0.547971,,,,,,,,,,,,,,
LM-12-343,F,J,65.96965,-17.02342,e,2012,10,6,393,176,51.54,61,-2.92242,-37.924561,-1.363124,,,,,,,,,,,,,,
LM-12-346,F,J,65.98182,-17.0906,e,2012,10,6,481,188,52.67,65,-0.26299,-1.083801,0.054600,,,,,,,,,,,,,,
LM-12-347,F,J,65.98326,-17.0907,e,2012,10,6,421,186,,63,-0.87349,-48.932434,-1.786734,,,,,,,,,,,,,,
LM-12-349,F,J,65.9819,-17.08372,e,2012,10,6,498,191,52.07,65,-0.21408,14.748260,0.663858,,,,,,,,,,,,,,
LM-12-361,F,J,65.99952,-17.18757,e,2012,10,6,415,185,50.67,60,-2.68891,-20.420044,-0.689507,,,,,,,,,,,,,,
LM-12-364,F,J,66.00139,-17.18195,e,2012,10,6,497,192,52.31,64,-0.30097,15.492310,0.692490,,,,,,,,,,,,,,
LM-12-365,F,J,66.00139,-17.18045,e,2012,10,6,443,185,50.88,61,-2.33370,1.046051,0.136562,,,,,,,,,,,,,,
LM-12-366,F,J,65.99909,-17.18365,e,2012,10,6,439,187,51.41,65,-0.84535,-31.497833,-1.115808,,,,,,,,,,,,,,
LM-12-371,F,J,65.98932,-17.14536,e,2012,10,6,488,188,54.09,63,-0.26003,5.468811,0.306761,,,,,,,,,,,,,,
LM-12-372,F,J,65.98018,-17.14851,e,2012,10,6,453,191,52.17,63,-0.72289,-20.481018,-0.691853,,,,,,,,,,,,,,
LM-12-373,F,J,65.98018,-17.14851,e,2012,10,6,441,181,49.61,,-2.59301,4.371552,0.264536,,,,,,,,,,,,,,
LM-12-381,F,J,65.99952,-17.18757,e,2012,10,6,480,184,52.69,64,-0.90441,9.996826,0.481011,,,,,,,,,,,,,,
LM-12-382,F,J,65.98659,-17.03116,e,2012,10,6,473,192,52.65,64,-0.16915,-11.062347,-0.329399,,,,,,,,,,,,,,
LM-12-393,F,J,65.99477,-17.18458,e,2012,10,6,454,193,51.84,62,-0.93693,-15.022888,-0.481811,,,,,,,,,,,,,,
LM-12-405,F,J,66.00345,-17.18056,e,2012,10,5,459,188,52.98,64,-0.41659,-20.006989,-0.673611,,,,,,,,,,,,,,
LM-12-410,F,J,65.99853,-17.17228,e,2012,10,5,435,187,50.3,64,-1.54950,-22.151550,-0.756139,,,,,,,,,,,,,,
LM-12-411,F,J,65.99482,-17.17544,e,2012,10,5,465,189,51.5,64,-0.89655,-4.315460,-0.069762,,,,,,,,,,,,,,
LM-12-412,F,J,65.9815,-17.08085,e,2012,10,5,445,185,51.34,63,-1.60776,-11.062347,-0.329399,,,,,,,,,,,,,,
LM-12-413,F,J,65.9815,-17.08085,e,2012,10,5,509,193,53.71,64,0.33567,15.314392,0.685644,,,,,,,,,,,,,,
LM-12-414,F,J,65.98081,-17.07784,e,2012,10,5,442,186,51.86,63,-1.31231,-20.018158,-0.674041,,,,,,,,,,,,,,
LM-12-420,F,J,66.00345,-17.18056,e,2012,10,5,397,179,49.96,62,-2.97967,-32.435089,-1.151875,,,,,,,,,,,,,,
LM-12-005,M,J,65.98846,-17.29089,e,2012,9,30,544,197,55.88,68,2.64755,5.510620,0.308370,,,,,,,,,,,,,,
LM-12-007,M,J,65.98846,-17.29089,e,2012,9,30,533,202,55.96,67,2.87400,-9.877991,-0.283822,,,,,,,,,,,,,,
LM-12-009,M,J,65.98792,-17.28664,e,2012,9,30,489,201,54.72,63,1.20423,-21.518127,-0.731764,,,,,,,,,,,,,,
LM-12-011,M,J,65.98923,-17.28733,e,2012,9,30,489,197,53.08,64,0.46679,-7.226837,-0.181799,,,,,,,,,,,,,,
LM-12-012,M,J,65.98923,-17.28733,e,2012,9,30,463,191,,62,-0.67805,-10.579987,-0.310837,,,,,,,,,,,,,,
LM-12-013,M,J,65.9941,-17.29659,e,2012,9,30,508,196,,,0.12584,18.380737,0.803644,,,,,,,,,,,,,,
LM-12-015,M,J,65.67594,-16.55628,e,2012,9,30,452,197,53.71,64,0.71105,-49.010437,-1.789736,,,,,,,,,,,,,,
LM-12-017,M,J,65.66574,-16.55904,e,2012,9,30,425,189,51.69,66,-0.27530,-57.185120,-2.104318,,,,,,,,,,,,,,
LM-12-020,M,J,65.66574,-16.55904,e,2012,9,30,470,193,52.45,64,-0.15285,-14.318329,-0.454697,,,,,,,,,,,,,,
LM-12-023,M,J,65.66056,-16.55735,e,2012,9,30,489,196,55.34,66,1.79675,-32.961151,-1.172120,,,,,,,,,,,,,,
LM-12-024,M,J,65.94543,-16.99201,e,2012,10,1,512,200,54.57,65,1.59981,-6.234436,-0.143609,,,,,,,,,,,,,,
LM-12-025,M,J,65.94543,-16.99201,e,2012,10,1,467,193,54.51,63,0.37204,-27.690491,-0.969291,,,,,,,,,,,,,,
LM-12-029,M,J,65.94206,-16.98896,e,2012,10,1,482,195,55.5,66,1.76494,-39.624634,-1.428547,,,,,,,,,,,,,,
LM-12-030,M,J,65.94206,-16.98896,e,2012,10,1,518,205,55.42,66,2.67239,-20.580688,-0.695689,,,,,,,,,,,,,,
LM-12-033,M,J,65.63865,-16.64734,e,2012,10,1,504,197,53.59,64,0.66453,3.571198,0.233736,,,,,,,,,,,,,,
LM-12-034,M,J,65.63865,-16.64734,e,2012,10,1,532,202,,66,1.44943,17.159973,0.756666,,,,,,,,,,,,,,
LM-12-037,M,J,65.99459,-17.18477,e,2012,10,5,523,201,55.88,65,2.20156,-7.236145,-0.182157,,,,,,,,,,,,,,
LM-12-038,M,J,65.99459,-17.18477,e,2012,10,5,519,206,56.59,69,4.04123,-46.498596,-1.693074,,,,,,,,,,,,,,
LM-12-039,M,J,65.99459,-17.18477,e,2012,10,5,519,198,55.76,67,2.42108,-14.700378,-0.469400,,,,,,,,,,,,,,
LM-12-042,M,J,65.70894,-16.77936,e,2012,10,1,554,201,54.55,65,1.68590,34.047119,1.406526,,,,,,,,,,,,,,
LM-12-044,M,J,65.70804,-16.78601,e,2012,10,2,514,197,51.97,65,0.31023,20.617340,0.889714,,,,,,,,,,,,,,
LM-12-045,M,J,65.68668,-16.74681,e,2012,10,2,480,187,52.3,63,-1.04787,12.717072,0.585692,,,,,,,,,,,,,,
LM-12-046,M,J,65.69054,-16.75761,e,2012,10,2,540,201,54.36,65,1.61224,21.534729,0.925018,,,,,,,,,,,,,,
LM-12-048,M,J,65.69054,-16.75761,e,2012,10,2,561,190,55.24,65,0.92111,55.638519,2.237417,,,,,,,,,,,,,,
LM-12-049,M,J,65.69054,-16.75761,e,2012,10,2,471,196,53.32,66,1.01358,-35.763489,-1.279961,,,,,,,,,,,,,,
LM-12-051,M,J,65.6942,-16.76093,e,2012,10,2,500,198,54.41,64,1.07629,-7.638763,-0.197651,,,,,,,,,,,,,,
LM-12-054,M,J,65.6942,-16.76093,e,2012,10,2,536,191,53.77,67,0.99261,29.482910,1.230884,,,,,,,,,,,,,,
LM-12-056,M,J,65.68979,-16.75655,e,2012,10,3,502,197,55.37,64,1.35465,-11.433228,-0.343671,,,,,,,,,,,,,,
LM-12-057,M,J,65.69422,-16.76095,e,2012,10,3,530,203,55.6,65,2.28069,-1.619690,0.033978,,,,,,,,,,,,,,
LM-12-059,M,J,65.78518,-16.97643,e,2012,10,4,549,199,55.97,65,2.04876,22.265137,0.953126,,,,,,,,,,,,,,
LM-12-061,M,J,65.68756,-16.73716,e,2012,10,3,551,201,56.3,65,2.36439,17.708130,0.777761,,,,,,,,,,,,,,
LM-12-062,M,J,65.68833,-16.75347,e,2012,10,3,544,198,54.65,,0.95642,38.424347,1.574972,,,,,,,,,,,,,,
LM-12-063,M,J,65.68833,-16.75347,e,2012,10,3,488,196,54.76,64,1.02430,-19.021118,-0.635672,,,,,,,,,,,,,,
LM-12-064,M,J,65.68833,-16.75347,e,2012,10,3,521,192,52.83,64,-0.09936,36.015198,1.482262,,,,,,,,,,,,,,
LM-12-065,M,J,65.80446,-16.98078,e,2012,10,4,530,196,55.61,67,2.17523,0.524048,0.116474,,,,,,,,,,,,,,
LM-12-073,M,J,65.70733,-16.78515,e,2012,10,2,506,194,56.55,66,2.07819,-21.045319,-0.713569,,,,,,,,,,,,,,
LM-12-076,M,J,65.70332,-16.7781,e,2012,10,2,532,201,54.99,66,2.13029,3.145020,0.217336,,,,,,,,,,,,,,
LM-12-077,M,J,65.70332,-16.7781,e,2012,10,2,568,196,55.07,62,0.59690,69.131714,2.756669,,,,,,,,,,,,,,
LM-12-078,M,J,65.70332,-16.7781,e,2012,10,2,543,200,54.33,66,1.78055,21.112793,0.908781,,,,,,,,,,,,,,
LM-12-080,M,J,65.70683,-16.77791,e,2012,10,3,431,192,53.64,61,-0.60670,-44.422791,-1.613192,,,,,,,,,,,,,,
LM-12-081,M,J,65.70683,-16.77791,e,2012,10,3,470,188,54.07,60,-1.08916,4.407227,0.265909,,,,,,,,,,,,,,
LM-12-082,M,J,65.70463,-16.78256,e,2012,10,2,497,195,53.66,63,0.23018,5.638702,0.313299,,,,,,,,,,,,,,
LM-12-084,M,J,65.70668,-16.78475,e,2012,10,2,419,193,54.59,63,0.40306,-76.091614,-2.831888,,,,,,,,,,,,,,
LM-12-085,M,J,65.70668,-16.78475,e,2012,10,2,518,204,53.76,64,1.38736,4.392883,0.265357,,,,,,,,,,,,,,
LM-12-086,M,J,65.70671,-16.78475,e,2012,10,2,520,203,56.03,65,2.44740,-15.040588,-0.482492,,,,,,,,,,,,,,
LM-12-093,M,J,65.97798,-17.04201,e,2012,10,5,521,197,52.5,63,-0.03187,34.437164,1.421536,,,,,,,,,,,,,,
LM-12-095,M,J,65.9714,-17.0267,e,2012,10,5,494,194,54.78,63,0.57057,-4.267944,-0.067933,,,,,,,,,,,,,,
LM-12-097,M,J,65.97303,-17.02236,e,2012,10,5,537,200,55.06,62,0.96841,31.521942,1.309351,,,,,,,,,,,,,,
LM-12-099,M,J,65.98455,-17.04528,e,2012,10,6,478,195,54.48,64,0.82189,-25.008575,-0.866085,,,,,,,,,,,,,,
LM-12-100,M,J,65.99558,-17.05875,e,2012,10,6,516,194,53.12,65,0.47456,19.622742,0.851440,,,,,,,,,,,,,,
LM-12-101,M,J,65.6456,-16.68458,e,2012,10,2,511,193,54.92,62,0.25721,18.844910,0.821507,,,,,,,,,,,,,,
LM-12-102,M,J,65.6456,-16.68458,e,2012,10,2,481,197,53.17,62,-0.04590,-5.290985,-0.107303,,,,,,,,,,,,,,
LM-12-103,M,J,65.64144,-16.68848,e,2012,10,2,528,196,55.08,64,1.14837,18.734467,0.817257,,,,,,,,,,,,,,
LM-12-104,M,J,65.62218,-17.17342,e,2012,10,2,517,196,54.32,67,1.67508,-3.093262,-0.022729,,,,,,,,,,,,,,
LM-12-106,M,J,65.69035,-16.75519,e,2012,10,3,538,199,54.89,66,1.90382,13.883850,0.630593,,,,,,,,,,,,,,
LM-12-108,M,J,65.94345,-16.9889,e,2012,10,5,508,198,54.11,64,0.95998,2.685333,0.199646,,,,,,,,,,,,,,
LM-12-110,M,J,65.91929,-17.01129,e,2012,10,5,459,194,51.62,63,-0.65459,-15.494629,-0.499964,,,,,,,,,,,,,,
LM-12-111,M,J,65.94758,-17.11139,e,2012,10,6,514,198,54.68,65,1.45477,-1.003540,0.057689,,,,,,,,,,,,,,
LM-12-112,M,J,65.94758,-17.11139,e,2012,10,6,499,196,56.86,67,2.65986,-39.728027,-1.432526,,,,,,,,,,,,,,
LM-12-113,M,J,65.94889,-17.11054,e,2012,10,6,509,198,54.22,66,1.55021,-8.363281,-0.225532,,,,,,,,,,,,,,
LM-12-114,M,J,65.99,-17.16507,e,2012,10,6,498,197,55.24,63,1.03045,-9.280396,-0.260825,,,,,,,,,,,,,,
LM-12-131,M,J,65.79314,-16.91343,e,2012,10,1,407,192,50.9,62,-1.39523,-52.841309,-1.937158,,,,,,,,,,,,,,
LM-12-132,M,J,65.68903,-16.75534,e,2012,10,3,516,196,55.29,65,1.50358,-0.279480,0.085553,,,,,,,,,,,,,,
LM-12-133,M,J,65.5865,-16.75539,e,2012,10,4,486,192,53.03,64,-0.02182,-0.457581,0.078699,,,,,,,,,,,,,,
LM-12-134,M,J,65.77611,-17.20537,e,2012,10,4,479,196,54.32,63,0.57991,-19.069061,-0.637517,,,,,,,,,,,,,,
LM-12-135,M,J,65.77611,-17.20537,e,2012,10,4,512,197,54.29,64,0.93592,6.631592,0.351508,,,,,,,,,,,,,,
LM-12-136,M,J,65.92957,-16.98442,e,2012,10,5,504,193,53.17,63,-0.14749,19.547852,0.848558,,,,,,,,,,,,,,
LM-12-137,M,J,65.94932,-16.99395,e,2012,10,5,489,195,55.14,64,1.07778,-19.067627,-0.637462,,,,,,,,,,,,,,
LM-12-138,M,J,65.69125,-16.76525,e,2012,10,5,473,197,54.34,65,1.22910,-38.190125,-1.373344,,,,,,,,,,,,,,
LM-12-139,M,J,65.70554,-16.73684,e,2012,10,5,545,193,54.67,67,1.52924,28.183105,1.180864,,,,,,,,,,,,,,
LM-12-140,M,J,65.70554,-16.73684,e,2012,10,5,456,,52.4,65,0.25726,-36.166046,-1.295452,,,,,,,,,,,,,,
LM-12-143,M,J,65.99353,-17.18151,e,2012,10,6,508,198,53.51,62,0.17977,17.625671,0.774588,,,,,,,,,,,,,,
LM-12-145,M,J,65.94848,-17.0635,e,2012,10,6,476,193,,65,0.33102,-17.695526,-0.584660,,,,,,,,,,,,,,
LM-12-161,M,J,65.94883,-16.98779,e,2012,10,1,521,195,56.03,65,1.69663,0.539124,0.117055,,,,,,,,,,,,,,
LM-12-163,M,J,65.94851,-16.9879,e,2012,10,1,506,192,54.36,62,-0.05375,19.861298,0.860620,,,,,,,,,,,,,,
LM-12-164,M,J,65.94577,-16.98469,e,2012,10,1,494,195,,64,0.24492,1.963104,0.171853,,,,,,,,,,,,,,
LM-12-168,M,J,65.94402,-16.97553,e,2012,10,1,496,195,53.46,,0.21351,4.681793,0.276475,,,,,,,,,,,,,,
LM-12-171,M,J,65.63892,-16.67906,e,2012,10,1,530,203,55.49,68,3.05942,-16.641296,-0.544091,,,,,,,,,,,,,,
LM-12-174,M,J,65.99125,-17.14764,e,2012,10,5,455,198,52.48,62,-0.21957,-27.925232,-0.978325,,,,,,,,,,,,,,
LM-12-175,M,J,65.99125,-17.14764,e,2012,10,5,489,198,,64,0.52646,-8.383057,-0.226293,,,,,,,,,,,,,,
LM-12-177,M,J,65.99385,-17.15308,e,2012,10,5,475,193,53.28,63,-0.10484,-10.148651,-0.294238,,,,,,,,,,,,,,
LM-12-178,M,J,65.99385,-17.15308,e,2012,10,5,519,206,54.33,64,1.79604,-2.747437,-0.009421,,,,,,,,,,,,,,
LM-12-179,M,J,65.99138,-17.14604,e,2012,10,5,498,198,53.71,,0.59197,-0.652802,0.071186,,,,,,,,,,,,,,
LM-12-180,M,J,65.99138,-17.14604,e,2012,10,5,545,203,54.37,66,2.07760,17.866089,0.783839,,,,,,,,,,,,,,
LM-12-181,M,J,65.99138,-17.14604,e,2012,10,5,517,205,55.1,64,2.00073,-9.364197,-0.264050,,,,,,,,,,,,,,
LM-12-182,M,J,65.99138,-17.14604,e,2012,10,5,528,198,54.81,,1.01845,20.782135,0.896056,,,,,,,,,,,,,,
LM-12-183,M,J,65.99138,-17.14604,e,2012,10,5,544,197,54.63,66,1.61533,25.194824,1.065867,,,,,,,,,,,,,,
LM-12-185,M,J,65.96304,-17.09,e,2012,10,5,501,200,55.55,66,2.25356,-29.853943,-1.052547,,,,,,,,,,,,,,
LM-12-194,M,J,65.70413,-16.77575,e,2012,10,2,555,192,55.1,62,0.23315,63.791138,2.551150,,,,,,,,,,,,,,
LM-12-195,M,J,65.69603,-16.78265,e,2012,10,2,513,200,53.3,64,0.83363,9.664001,0.468203,,,,,,,,,,,,,,
LM-12-198,M,J,65.6942,-16.76093,e,2012,10,2,542,201,55.78,64,1.88899,17.771301,0.780192,,,,,,,,,,,,,,
LM-12-211,M,J,65.8928,-17.00339,e,2012,10,5,537,203,54.94,,1.53809,20.011780,0.866411,,,,,,,,,,,,,,
LM-12-212,M,J,65.8928,-17.00339,e,2012,10,5,531,198,,66,1.07404,23.004852,0.981592,,,,,,,,,,,,,,
LM-12-216,M,J,65.97921,-17.03813,e,2012,10,5,552,203,54.34,63,1.24459,41.119629,1.678694,,,,,,,,,,,,,,
LM-12-218,M,J,65.97489,-17.02808,e,2012,10,5,462,190,52.78,65,-0.03265,-24.697723,-0.854122,,,,,,,,,,,,,,
LM-12-219,M,J,65.9737,-17.02726,e,2012,10,5,518,201,55.97,66,2.51024,-18.238342,-0.605549,,,,,,,,,,,,,,
LM-12-220,M,J,65.97131,-17.02672,e,2012,10,5,537,203,56.77,66,3.00810,-8.236816,-0.220666,,,,,,,,,,,,,,
LM-12-223,M,J,65.89311,-17.01886,e,2012,10,5,514,201,55.17,63,1.37870,0.100708,0.100183,,,,,,,,,,,,,,
LM-12-224,M,J,65.97976,-17.07205,e,2012,10,5,424,190,51.77,64,-0.69803,-49.652863,-1.814458,,,,,,,,,,,,,,
LM-12-228,M,J,65.98085,-17.06138,e,2012,10,5,532,203,,64,0.99569,25.943329,1.094672,,,,,,,,,,,,,,
LM-12-229,M,J,65.97871,-17.05976,e,2012,10,5,493,197,51.85,63,-0.28388,11.011078,0.520041,,,,,,,,,,,,,,
LM-12-302,M,J,65.97436,-17.03176,e,2012,10,6,485,201,50.99,62,-0.51572,7.424011,0.382002,,,,,,,,,,,,,,
LM-12-303,M,J,65.98961,-17.04408,e,2012,10,6,519,200,53.81,64,1.03136,11.332031,0.532393,,,,,,,,,,,,,,
LM-12-305,M,J,65.98961,-17.04408,e,2012,10,6,434,196,53.38,62,-0.05832,-52.050140,-1.906712,,,,,,,,,,,,,,
LM-12-306,M,J,65.98617,-17.06136,e,2012,10,6,523,200,55.84,66,2.36599,-10.272888,-0.299019,,,,,,,,,,,,,,
LM-12-321,M,J,65.99615,-17.07935,e,2012,10,6,491,202,53.25,64,1.00194,-15.537750,-0.501624,,,,,,,,,,,,,,
LM-12-323,M,J,65.99643,-17.07831,e,2012,10,6,525,196,52.74,64,0.24113,32.796570,1.358402,,,,,,,,,,,,,,
LM-12-341,M,J,65.96965,-17.02342,e,2012,10,6,503,195,53.78,65,0.82429,0.284973,0.107274,,,,,,,,,,,,,,
LM-12-344,M,J,65.97664,-17.02423,e,2012,10,6,408,194,,63,-0.12272,-76.802155,-2.859231,,,,,,,,,,,,,,
LM-12-345,M,J,65.97664,-17.02423,e,2012,10,6,490,200,53.12,63,0.49005,-6.887482,-0.168740,,,,,,,,,,,,,,
LM-12-348,M,J,65.98326,-17.0907,e,2012,10,6,507,197,52.33,64,0.17601,16.888458,0.746218,,,,,,,,,,,,,,
LM-12-363,M,J,66.00139,-17.18195,e,2012,10,6,489,194,53.39,64,0.30545,-4.099915,-0.061467,,,,,,,,,,,,,,
LM-12-367,M,J,65.99909,-17.18365,e,2012,10,6,501,197,55.63,66,2.00304,-24.998840,-0.865710,,,,,,,,,,,,,,
LM-12-368,M,J,65.99909,-17.18365,e,2012,10,6,484,192,53.44,65,0.41093,-11.494232,-0.346019,,,,,,,,,,,,,,
LM-12-370,M,J,65.99097,-17.02874,e,2012,10,6,546,199,55.28,67,2.32882,13.657410,0.621879,,,,,,,,,,,,,,
LM-12-376,M,J,65.97767,-17.14818,e,2012,10,6,558,199,54.11,66,1.60141,39.964539,1.634243,,,,,,,,,,,,,,
LM-12-391,M,J,65.99371,-17.18258,e,2012,10,6,554,201,54.75,64,1.48965,37.660461,1.545576,,,,,,,,,,,,,,
LM-12-392,M,J,65.99371,-17.18258,e,2012,10,6,525,198,55.3,66,1.96894,0.111938,0.100615,,,,,,,,,,,,,,
LM-12-395,M,J,65.99477,-17.18458,e,2012,10,6,449,192,53.18,64,0.03633,-39.184601,-1.411614,,,,,,,,,,,,,,
LM-12-396,M,J,65.99477,-17.18458,e,2012,10,6,503,198,55.19,,1.16578,-7.223083,-0.181655,,,,,,,,,,,,,,
LM-12-399,M,J,65.99775,-17.18701,e,2012,10,6,510,197,54.5,69,2.38630,-23.426514,-0.805203,,,,,,,,,,,,,,
LM-12-400,M,J,65.99775,-17.18701,e,2012,10,6,495,198,54.86,65,1.52455,-21.925964,-0.747458,,,,,,,,,,,,,,
LM-12-401,M,J,65.64042,-16.55195,e,2012,10,4,515,192,54.31,64,0.47445,18.424896,0.805344,,,,,,,,,,,,,,
LM-12-402,M,J,65.66593,-16.55699,e,2012,10,4,454,197,,63,0.15882,-35.838287,-1.282839,,,,,,,,,,,,,,
LM-12-404,M,J,66.00345,-17.18056,e,2012,10,5,507,202,53.75,64,1.19579,-3.354584,-0.032785,,,,,,,,,,,,,,
LM-12-406,M,J,66.00345,-17.18056,e,2012,10,5,448,192,51.98,64,-0.42892,-30.868164,-1.091576,,,,,,,,,,,,,,
LM-12-407,M,J,66.00191,-17.17437,e,2012,10,5,483,195,54.75,64,0.92658,-22.137268,-0.755590,,,,,,,,,,,,,,
LM-12-408,M,J,65.99853,-17.17228,e,2012,10,5,523,198,54.14,64,0.97161,17.349915,0.763976,,,,,,,,,,,,,,
LM-12-409,M,J,65.99853,-17.17228,e,2012,10,5,528,203,54.45,63,1.28724,15.873169,0.707147,,,,,,,,,,,,,,
LM-12-415,M,J,65.98429,-17.02958,e,2012,10,6,477,201,53.27,64,0.91584,-27.929291,-0.978481,,,,,,,,,,,,,,
LM-12-416,M,J,65.98374,-17.0245,e,2012,10,6,478,205,,68,2.27855,-53.628265,-1.967442,,,,,,,,,,,,,,
LM-12-450,M,J,65.97354,-17.02327,e,2012,10,5,422,195,53.27,63,0.07897,-66.970978,-2.480903,,,,,,,,,,,,,,
LM-13-006,F,A,65.94959,-17.06284,e,2013,9,29,475,189,49.94,64,-1.50138,17.335968,0.335097,,,,,,,,,,,,,,
LM-13-007,F,A,65.94959,-17.06284,e,2013,9,29,506,188,52.59,64,-0.56780,30.023346,0.817567,,,,,,,,,,,,,,
LM-13-029,F,A,66.06007,-17.33492,e,2013,10,1,477,192,52.48,66,0.31252,-16.627106,-0.956436,,,,,,,,,,,,,,
LM-13-037,F,A,65.63755,-16.65132,e,2013,10,1,511,183,52.95,64,-0.89745,41.011963,1.235437,,,,,,,,,,,,,,
LM-13-081,F,A,65.95191,-17.06301,e,2013,9,28,508,186,53.27,63,-0.76564,35.657501,1.031820,,,,,,,,,,,,,,
LM-13-084,F,A,65.95804,-17.07006,e,2013,9,28,478,183,53.39,65,-0.45307,-0.140076,-0.329474,,,,,,,,,,,,,,
LM-13-100,F,A,65.80269,-16.98616,e,2013,10,1,519,186,53.54,64,-0.38717,39.552734,1.179946,,,,,,,,,,,,,,
LM-13-105,F,A,65.91045,-17.071,e,2013,10,1,476,189,51.35,65,-0.68092,2.015564,-0.247501,,,,,,,,,,,,,,
LM-13-136,F,A,65.90195,-16.9206,e,2013,10,3,452,182,50.05,62,-2.66324,16.532532,0.304544,,,,,,,,,,,,,,
LM-13-153,F,A,65.96772,-16.78967,e,2013,9,30,508,194,53.08,65,0.45905,11.923279,0.129265,,,,,,,,,,,,,,
LM-13-168,F,A,65.80489,-16.98517,e,2013,10,2,498,185,50.53,60,-2.74319,63.531891,2.091815,,,,,,,,,,,,,,
LM-13-174,F,A,65.58055,-16.75521,e,2013,9,28,522,193,54.13,64,0.49850,24.728668,0.616223,,,,,,,,,,,,,,
LM-13-176,F,A,65.58607,-16.74263,e,2013,9,28,551,195,54.96,65,1.28179,38.978821,1.158122,,,,,,,,,,,,,,
LM-13-182,F,A,65.64194,-16.70311,e,2013,9,29,477,187,52.96,61,-1.33957,15.480133,0.264524,,,,,,,,,,,,,,
LM-13-193,F,A,65.95566,-16.98926,e,2013,10,2,436,187,51.7,59,-2.37567,-5.210541,-0.522292,,,,,,,,,,,,,,
LM-13-008,M,A,65.94959,-17.06284,e,2013,9,29,487,197,53.94,64,0.80022,-15.688599,-0.920747,,,,,,,,,,,,,,
LM-13-009,M,A,65.94949,-17.06686,e,2013,9,29,564,201,52.24,65,0.79030,61.073792,1.998339,,,,,,,,,,,,,,
LM-13-016,M,A,65.66514,-16.55571,e,2013,9,29,575,207,56.17,66,3.15086,27.246582,0.711973,,,,,,,,,,,,,,
LM-13-017,M,A,65.66514,-16.55571,e,2013,9,29,533,202,,,0.68892,32.528442,0.912829,,,,,,,,,,,,,,
LM-13-018,M,A,65.67071,-16.55285,e,2013,9,29,519,202,54.97,64,1.66879,-0.131287,-0.329140,,,,,,,,,,,,,,
LM-13-022,M,A,65.99438,-17.28662,e,2013,10,1,510,202,53.64,64,1.15314,-0.018066,-0.324835,,,,,,,,,,,,,,
LM-13-025,M,A,66.05994,-17.33385,e,2013,10,1,570,206,56.51,65,2.91504,26.746643,0.692962,,,,,,,,,,,,,,
LM-13-031,M,A,65.99629,-17.29346,e,2013,10,1,499,202,53.15,62,0.41558,3.765717,-0.180947,,,,,,,,,,,,,,
LM-13-036,M,A,65.63734,-16.64588,e,2013,10,1,496,202,55.29,65,2.06665,-31.061737,-1.505350,,,,,,,,,,,,,,
LM-13-055,M,A,65.93248,-16.9982,e,2013,9,28,536,202,55.11,64,1.72307,15.176758,0.252987,,,,,,,,,,,,,,
LM-13-064,M,A,65.91506,-17.00584,e,2013,9,28,505,197,54.16,62,0.33793,10.790436,0.086186,,,,,,,,,,,,,,
LM-13-070,M,A,65.66583,-16.553,e,2013,9,29,567,204,54.88,66,2.36918,34.355408,0.982304,,,,,,,,,,,,,,
LM-13-091,M,A,65.97418,-17.04729,e,2013,9,29,536,202,55.46,64,1.85877,12.896973,0.166293,,,,,,,,,,,,,,
LM-13-121,M,A,65.90994,-17.05806,e,2013,10,1,498,202,53.66,65,1.43469,-17.154388,-0.976487,,,,,,,,,,,,,,
LM-13-132,M,A,65.88345,-17.02019,e,2013,10,2,505,199,54.58,64,1.23605,-5.854828,-0.546792,,,,,,,,,,,,,,
LM-13-135,M,A,65.89694,-16.92813,e,2013,10,3,555,205,55.19,64,2.03563,28.159485,0.746689,,,,,,,,,,,,,,
LM-13-145,M,A,65.96303,-16.90683,e,2013,9,30,538,204,54.3,64,1.59672,20.045410,0.438130,,,,,,,,,,,,,,
LM-13-148,M,A,66.03004,-16.7571,e,2013,9,30,533,200,55.1,67,2.35288,-0.158813,-0.330187,,,,,,,,,,,,,,
LM-13-151,M,A,65.64429,-16.67487,e,2013,9,30,524,197,56.11,66,2.18914,-6.025452,-0.553281,,,,,,,,,,,,,,
LM-13-155,M,A,65.9659,-16.97911,e,2013,10,1,544,199,54.94,65,1.64942,24.404175,0.603883,,,,,,,,,,,,,,
LM-13-157,M,A,65.77776,-17.2055,e,2013,10,2,567,200,55.45,66,2.21479,36.637451,1.069085,,,,,,,,,,,,,,
LM-13-158,M,A,65.77776,-17.2055,e,2013,10,2,528,202,54.76,64,1.58737,9.946594,0.054097,,,,,,,,,,,,,,
LM-13-164,M,A,65.7765,-17.20538,e,2013,10,2,553,204,56.25,64,2.35275,20.223694,0.444910,,,,,,,,,,,,,,
LM-13-166,M,A,65.77327,-17.20518,e,2013,10,2,556,204,54.01,65,1.75808,34.268372,0.978995,,,,,,,,,,,,,,
