Color	Position	Sample Name	Gene Name	Cq	Cq Error	Concentration	Call	Excluded	Sample Type	Standard	Cq Mean	Concentration Mean	Concentration Error	Replicate Group	Dye	Edited Call	Slope	EPF	Failure	Notes	Sample Prep Notes	Number
255;0;0;255	G8	06-143	TELO	14.06	0.08	-	Positive	Unchecked	Unknown	-	14.12	-	-	G7	SYBR Green I	 	1.52	4.56	None			80
255;0;0;255	G7	06-143	TELO	14.17	0.08	-	Positive	Unchecked	Unknown	-	14.12	-	-	G7	SYBR Green I	 	1.54	4.70	None			79
255;0;0;255	B8	06-137	TELO	18.29	0.07	-	Positive	Unchecked	Unknown	-	18.34	-	-	B7	SYBR Green I	 	1.66	5.81	None			20
255;0;0;255	B7	06-137	TELO	18.39	0.07	-	Positive	Unchecked	Unknown	-	18.34	-	-	B7	SYBR Green I	 	1.69	5.82	None			19
255;0;0;255	A12	06-154	TELO	13.22	0.07	-	Positive	Unchecked	Unknown	-	13.17	-	-	A11	SYBR Green I	 	1.49	4.24	None			12
255;0;0;255	A11	06-154	TELO	13.12	0.07	-	Positive	Unchecked	Unknown	-	13.17	-	-	A11	SYBR Green I	 	1.49	4.34	None			11
255;0;0;255	D12	06-157	TELO	15.60	0.07	-	Positive	Unchecked	Unknown	-	15.55	-	-	D11	SYBR Green I	 	1.74	4.63	None			48
255;0;0;255	D11	06-157	TELO	15.50	0.07	-	Positive	Unchecked	Unknown	-	15.55	-	-	D11	SYBR Green I	 	1.62	4.54	None			47
255;0;0;255	D8	06-139	TELO	17.61	0.06	-	Positive	Unchecked	Unknown	-	17.66	-	-	D7	SYBR Green I	 	1.62	5.64	None			44
255;0;0;255	D7	06-139	TELO	17.70	0.06	-	Positive	Unchecked	Unknown	-	17.66	-	-	D7	SYBR Green I	 	1.59	5.64	None			43
255;0;0;255	B10	06-147	TELO	15.70	0.06	-	Positive	Unchecked	Unknown	-	15.66	-	-	B9	SYBR Green I	 	1.41	4.94	None			22
255;0;0;255	B9	06-147	TELO	15.61	0.06	-	Positive	Unchecked	Unknown	-	15.66	-	-	B9	SYBR Green I	 	1.40	4.83	None			21
255;0;0;255	D4	08-118	TELO	15.63	0.06	-	Positive	Unchecked	Unknown	-	15.59	-	-	D3	SYBR Green I	 	1.41	4.91	None			40
255;0;0;255	D3	08-118	TELO	15.55	0.06	-	Positive	Unchecked	Unknown	-	15.59	-	-	D3	SYBR Green I	 	1.43	4.92	None			39
255;0;0;255	B12	06-155	TELO	14.83	0.06	-	Positive	Unchecked	Unknown	-	14.87	-	-	B11	SYBR Green I	 	1.48	4.68	None			24
255;0;0;255	B11	06-155	TELO	14.91	0.06	-	Positive	Unchecked	Unknown	-	14.87	-	-	B11	SYBR Green I	 	1.47	4.65	None			23
255;0;0;255	E12	06-161	TELO	15.30	0.05	-	Positive	Unchecked	Unknown	-	15.34	-	-	E11	SYBR Green I	 	1.70	4.58	None			60
255;0;0;255	E11	06-161	TELO	15.37	0.05	-	Positive	Unchecked	Unknown	-	15.34	-	-	E11	SYBR Green I	 	1.68	4.46	None			59
255;0;0;255	G6	06-132	TELO	16.08	0.04	-	Positive	Unchecked	Unknown	-	16.05	-	-	G5	SYBR Green I	 	1.45	5.17	None			78
255;0;0;255	G5	06-132	TELO	16.02	0.04	-	Positive	Unchecked	Unknown	-	16.05	-	-	G5	SYBR Green I	 	1.46	5.18	None			77
255;0;0;255	F8	06-141	TELO	14.62	0.04	-	Positive	Unchecked	Unknown	-	14.65	-	-	F7	SYBR Green I	 	1.62	4.63	None			68
255;0;0;255	F7	06-141	TELO	14.68	0.04	-	Positive	Unchecked	Unknown	-	14.65	-	-	F7	SYBR Green I	 	1.64	4.57	None			67
255;0;0;255	A2	06-191	TELO	14.37	0.04	-	Positive	Unchecked	Unknown	-	14.40	-	-	A1	SYBR Green I	 	1.53	4.78	None			2
255;0;0;255	A1	06-191	TELO	14.43	0.04	-	Positive	Unchecked	Unknown	-	14.40	-	-	A1	SYBR Green I	 	1.50	4.66	None			1
255;0;0;255	E8	06-140	TELO	15.52	0.04	-	Positive	Unchecked	Unknown	-	15.55	-	-	E7	SYBR Green I	 	1.54	4.79	None			56
255;0;0;255	E7	06-140	TELO	15.57	0.04	-	Positive	Unchecked	Unknown	-	15.55	-	-	E7	SYBR Green I	 	1.66	4.88	None			55
255;0;0;255	A6	08-132	TELO	16.22	0.04	-	Positive	Unchecked	Unknown	-	16.20	-	-	A5	SYBR Green I	 	1.31	4.89	None			6
255;0;0;255	A5	08-132	TELO	16.17	0.04	-	Positive	Unchecked	Unknown	-	16.20	-	-	A5	SYBR Green I	 	1.40	5.00	None			5
255;0;0;255	G10	06-152	TELO	14.47	0.03	-	Positive	Unchecked	Unknown	-	14.49	-	-	G9	SYBR Green I	 	1.50	4.61	None			82
255;0;0;255	G9	06-152	TELO	14.51	0.03	-	Positive	Unchecked	Unknown	-	14.49	-	-	G9	SYBR Green I	 	1.61	4.57	None			81
255;0;0;255	D2	06-200	TELO	17.39	0.03	-	Positive	Unchecked	Unknown	-	17.37	-	-	D1	SYBR Green I	 	1.56	5.52	None			38
255;0;0;255	D1	06-200	TELO	17.35	0.03	-	Positive	Unchecked	Unknown	-	17.37	-	-	D1	SYBR Green I	 	1.57	5.52	None			37
255;0;0;255	C2	06-197	TELO	16.97	0.03	-	Positive	Unchecked	Unknown	-	16.95	-	-	C1	SYBR Green I	 	1.57	5.08	None			26
255;0;0;255	C1	06-197	TELO	16.93	0.03	-	Positive	Unchecked	Unknown	-	16.95	-	-	C1	SYBR Green I	 	1.57	4.99	None			25
255;0;0;255	E4	08-120	TELO	12.73	0.02	-	Positive	Unchecked	Unknown	-	12.72	-	-	E3	SYBR Green I	 	1.55	4.53	None			52
255;0;0;255	E3	08-120	TELO	12.70	0.02	-	Positive	Unchecked	Unknown	-	12.72	-	-	E3	SYBR Green I	 	1.55	4.55	None			51
255;0;0;255	D6	08-138	TELO	17.31	0.02	-	Positive	Unchecked	Unknown	-	17.33	-	-	D5	SYBR Green I	 	1.56	5.60	None			42
255;0;0;255	D5	08-138	TELO	17.34	0.02	-	Positive	Unchecked	Unknown	-	17.33	-	-	D5	SYBR Green I	 	1.56	5.62	None			41
255;0;0;255	B6	08-133	TELO	17.10	0.02	-	Positive	Unchecked	Unknown	-	17.09	-	-	B5	SYBR Green I	 	1.53	5.60	None			18
255;0;0;255	B5	08-133	TELO	17.07	0.02	-	Positive	Unchecked	Unknown	-	17.09	-	-	B5	SYBR Green I	 	1.54	5.63	None			17
255;0;0;255	E10	06-150	TELO	15.87	0.02	-	Positive	Unchecked	Unknown	-	15.86	-	-	E9	SYBR Green I	 	1.29	4.88	None			58
255;0;0;255	E9	06-150	TELO	15.84	0.02	-	Positive	Unchecked	Unknown	-	15.86	-	-	E9	SYBR Green I	 	1.30	4.85	None			57
255;0;0;255	C10	06-148	TELO	12.03	0.01	-	Positive	Unchecked	Unknown	-	12.03	-	-	C9	SYBR Green I	 	1.27	4.16	None			34
255;0;0;255	C9	06-148	TELO	12.02	0.01	-	Positive	Unchecked	Unknown	-	12.03	-	-	C9	SYBR Green I	 	1.25	4.09	None			33
255;0;0;255	A8	06-134	TELO	14.69	0.01	-	Positive	Unchecked	Unknown	-	14.69	-	-	A7	SYBR Green I	 	1.55	4.65	None			8
255;0;0;255	A7	06-134	TELO	14.68	0.01	-	Positive	Unchecked	Unknown	-	14.69	-	-	A7	SYBR Green I	 	1.51	4.51	None			7
255;0;0;255	H6	06-133	TELO	16.96	0.00	-	Positive	Unchecked	Unknown	-	16.96	-	-	H5	SYBR Green I	 	1.62	5.68	None			90
255;0;0;255	H5	06-133	TELO	16.96	0.00	-	Positive	Unchecked	Unknown	-	16.96	-	-	H5	SYBR Green I	 	1.68	5.77	None			89
255;0;0;255	H4		TELO	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.00	0.00	None			88
255;0;0;255	H3		TELO	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.01	0.01	None			87
255;0;0;0	H2	Negative	TELO	-	-	-	Negative	Unchecked	Negative control	-	-	-	-	H1	SYBR Green I	 	0.05	0.16	None			86
255;0;0;0	H1	Negative	TELO	-	-	-	Negative	Unchecked	Negative control	-	-	-	-	H1	SYBR Green I	 	0.03	0.33	None			85
255;0;0;255	F4	08-123	TELO	-	-	-	-	Checked	Unknown	-	-	-	-	F3	SYBR Green I	 	-	-				64
255;0;0;255	F3	08-123	TELO	-	-	-	-	Checked	Unknown	-	-	-	-	F3	SYBR Green I	 	-	-				63
255;0;0;255	E2		TELO	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.00	-0.04	None			50
255;0;0;255	E1		TELO	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.01	0.00	None			49
